wavelength_um,neff_strip,neff_rib_straight,neff_rib_R8um,loss_imag_rib_R8um
1.53,2.467811806682126,2.776880114344319,2.7815769405395843,-5.656060125087905e-17
1.535,2.4621828748608428,2.7728262054263144,2.777527675461834,9.407740202713045e-18
1.54,2.456551628721184,2.7687737934551775,2.7734802638472686,2.868876941004116e-17
1.545,2.45091808752515,2.764722874259687,2.769434703297756,2.960493534112373e-17
1.55,2.4452822739004554,2.760673445364898,2.7653909932044223,-4.568127112186635e-17
1.555,2.4396442138430463,2.7566255059523765,2.761349134708572,2.0406140917525323e-18
1.56,2.434003936722249,2.7525790568223503,2.7573091306646185,-1.6358606176429142e-18
1.565,2.4283614752883813,2.7485341003576242,2.75327098560479,2.2178801902498555e-17
